"","X","price","years_old","manufacturer","condition","cylinders","fuel","odometer","title_status","transmission","drive","size","type","paint_color","mileage","manufacturer_luxury","manufacturer_normal","condition_excellent","condition_fair","condition_good","condition_like new","condition_new","condition_salvage","cylinders_3 cylinders","cylinders_4 cylinders","cylinders_5 cylinders","cylinders_6 cylinders","cylinders_8 cylinders","cylinders_10 cylinders","cylinders_12 cylinders","cylinders_other","fuel_diesel","fuel_electric","fuel_gas","fuel_hybrid","fuel_other","title_status_clean","title_status_lien","title_status_missing","title_status_parts only","title_status_rebuilt","title_status_salvage","transmission_automatic","transmission_manual","transmission_other","drive_4wd","drive_fwd","drive_rwd","size_compact","size_full-size","size_mid-size","size_sub-compact","type_bus","type_convertible","type_coupe","type_hatchback","type_mini-van","type_offroad","type_other","type_pickup","type_sedan","type_SUV","type_truck","type_van","type_wagon","paint_color_black","paint_color_blue","paint_color_brown","paint_color_custom","paint_color_green","paint_color_grey","paint_color_orange","paint_color_purple","paint_color_red","paint_color_silver","paint_color_white","paint_color_yellow","mileage_average","mileage_high","mileage_low","mileage_vh","log_price"
"271",270,33900,5,"normal","excellent","8 cylinders","gas",94990,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.4311702933685
"272",271,27500,9,"normal","excellent","8 cylinders","diesel",152965,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.2219412836547
"273",272,27500,9,"normal","excellent","8 cylinders","diesel",152965,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.2219412836547
"274",273,11900,7,"normal","excellent","6 cylinders","diesel",160136,"clean","automatic","4wd","mid-size","SUV","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.38429367909962
"275",274,21900,8,"luxury","excellent","8 cylinders","gas",99825,"clean","automatic","rwd","full-size","convertible","silver","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.99424191580459
"276",275,36495,3,"normal","excellent","8 cylinders","gas",37473,"clean","automatic","4wd","full-size","truck","silver","high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10.5049305438857
"277",276,34550,1,"normal","excellent","8 cylinders","gas",42125,"clean","automatic","4wd","full-size","truck","white","high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.4501628291958
"278",277,45450,1,"normal","new","8 cylinders","gas",9281,"clean","automatic","4wd","full-size","truck","blue","average",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.7243680996056
"279",278,44995,4,"normal","excellent","8 cylinders","diesel",110066,"clean","automatic","4wd","full-size","truck","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.714306651468
"280",279,87950,13,"luxury","excellent","8 cylinders","gas",44250,"clean","automatic","rwd","compact","convertible","red","high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.3845237501657
"281",280,36950,4,"normal","like new","8 cylinders","gas",57505,"clean","automatic","4wd","full-size","truck","white","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10.5173209263763
"282",281,2500,23,"normal","good","6 cylinders","gas",187000,"clean","automatic","4wd","full-size","SUV","custom","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.82404601085629
"283",282,8500,20,"normal","good","6 cylinders","gas",180000,"clean","automatic","rwd","mid-size","pickup","black","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.04782144247841
"284",283,4000,18,"normal","good","6 cylinders","gas",139020,"clean","automatic","rwd","mid-size","pickup","white","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.29404964010203
"285",284,2500,14,"normal","good","4 cylinders","gas",189123,"clean","automatic","fwd","compact","sedan","red","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.82404601085629
"286",285,21312,2,"normal","excellent","8 cylinders","gas",112300,"lien","automatic","rwd","full-size","truck","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.96702557334012
"287",286,3300,21,"normal","good","6 cylinders","gas",166456,"clean","automatic","rwd","full-size","pickup","custom","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.10167774745457
"288",287,4995,10,"normal","good","6 cylinders","gas",108456,"clean","automatic","fwd","full-size","sedan","brown","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.51619269108265
"289",288,8995,4,"normal","excellent","6 cylinders","gas",133103,"clean","automatic","fwd","full-size","van","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.10442414638463
"290",289,11995,7,"normal","excellent","6 cylinders","gas",127439,"clean","automatic","fwd","full-size","SUV","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.39224517527379
"291",290,13450,8,"normal","excellent","8 cylinders","gas",106491,"clean","automatic","rwd","full-size","truck","green","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.50673438502998
"292",291,13950,11,"luxury","good","4 cylinders","gas",136573,"clean","automatic","4wd","mid-size","coupe","black","very-high",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.54323478724951
"293",292,20800,15,"normal","excellent","10 cylinders","gas",142000,"clean","automatic","rwd","full-size","truck","red","very-high",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.94270826568941
"294",293,5300,14,"normal","good","4 cylinders","gas",101500,"clean","automatic","fwd","compact","hatchback","blue","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57546209954021
"295",294,4900,13,"luxury","excellent","6 cylinders","gas",144323,"clean","automatic","rwd","mid-size","sedan","black","very-high",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.49699048409872
"296",295,12995,12,"normal","excellent","8 cylinders","gas",128415,"clean","automatic","rwd","full-size","SUV","white","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.47231994707559
"297",296,5500,13,"normal","good","4 cylinders","gas",71300,"clean","manual","fwd","compact","coupe","grey","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.61250337122056
"298",297,5500,7,"normal","good","4 cylinders","gas",58760,"clean","manual","fwd","compact","hatchback","red","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.61250337122056
"299",298,19900,12,"normal","excellent","8 cylinders","diesel",160658,"clean","automatic","4wd","full-size","truck","grey","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.89847501071258
"300",299,13900,6,"luxury","excellent","4 cylinders","gas",102473,"clean","automatic","fwd","full-size","sedan","black","very-high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.53964411911878
"301",300,12900,13,"luxury","excellent","8 cylinders","gas",100194,"clean","automatic","4wd","full-size","sedan","silver","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.46498259034976
"302",301,12900,12,"luxury","excellent","8 cylinders","gas",143684,"clean","automatic","rwd","full-size","SUV","blue","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.46498259034976
"303",302,11799,13,"luxury","excellent","8 cylinders","gas",117816,"clean","automatic","4wd","full-size","SUV","white","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.37577006109992
"304",303,4900,15,"normal","excellent","4 cylinders","gas",126626,"clean","automatic","fwd","full-size","sedan","silver","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.49699048409872
"305",304,13900,8,"normal","excellent","8 cylinders","gas",114484,"clean","automatic","rwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.53964411911878
"306",305,8900,9,"normal","excellent","6 cylinders","gas",102100,"clean","automatic","fwd","full-size","SUV","red","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.09380655572023
"307",306,14500,5,"normal","excellent","4 cylinders","gas",41500,"clean","automatic","fwd","full-size","sedan","white","high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.58190392840867
"308",307,3499,11,"normal","excellent","4 cylinders","gas",165000,"clean","automatic","fwd","mid-size","sedan","white","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.16023249236769
"309",308,3500,14,"normal","excellent","6 cylinders","gas",134000,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1605182474775
"310",309,3500,10,"normal","excellent","4 cylinders","gas",134000,"clean","automatic","fwd","full-size","sedan","silver","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.1605182474775
"311",310,4435,10,"normal","good","5 cylinders","gas",126573,"clean","automatic","fwd","mid-size","sedan","black","very-high",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.39728289474368
"312",311,2500,18,"normal","good","8 cylinders","gas",260000,"clean","automatic","rwd","full-size","truck","green","very-high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.82404601085629
"313",312,12000,24,"normal","like new","8 cylinders","gas",160000,"clean","automatic","rwd","full-size","other","red","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.39266192877014
"314",313,4600,12,"normal","good","6 cylinders","gas",141225,"clean","automatic","fwd","mid-size","SUV","purple","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.43381158247719
"315",314,5750,11,"normal","good","6 cylinders","gas",173000,"clean","automatic","fwd","full-size","mini-van","silver","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.6569551337914
"316",315,34950,4,"normal","excellent","8 cylinders","gas",37296,"clean","automatic","4wd","full-size","truck","black","high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.461673747662
"317",316,6500,8,"normal","excellent","4 cylinders","gas",105000,"clean","automatic","fwd","compact","hatchback","black","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.77955745588373
"318",317,3000,9,"normal","good","4 cylinders","gas",130000,"clean","automatic","fwd","compact","coupe","silver","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.00636756765025
"319",318,1999,17,"normal","good","4 cylinders","gas",180000,"clean","automatic","fwd","full-size","sedan","red","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.6004023345004
"320",319,19900,3,"normal","good","8 cylinders","gas",49508,"clean","automatic","rwd","full-size","truck","white","high",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.89847501071258
"321",320,14900,7,"normal","excellent","6 cylinders","gas",125338,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.60911649193355
"322",321,4900,14,"normal","good","4 cylinders","gas",135400,"clean","automatic","fwd","compact","coupe","blue","very-high",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.49699048409872
"323",322,6000,9,"normal","good","6 cylinders","gas",144000,"clean","automatic","fwd","full-size","mini-van","black","very-high",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.69951474821019
"324",323,15000,16,"luxury","like new","8 cylinders","gas",93000,"clean","automatic","4wd","full-size","truck","white","very-high",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.61580548008435
"325",324,16499,10,"luxury","excellent","8 cylinders","gas",65000,"clean","automatic","rwd","mid-size","coupe","grey","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.71105505199144
"326",325,28750,6,"normal","excellent","8 cylinders","gas",91184,"clean","automatic","4wd","full-size","truck","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.2663930462255
"327",326,9950,12,"normal","like new","8 cylinders","gas",142310,"clean","automatic","4wd","full-size","pickup","black","very-high",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.20532783015264
"328",327,14995,5,"normal","excellent","4 cylinders","gas",63411,"clean","automatic","fwd","full-size","SUV","black","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.61547209118311
"329",328,21999,1,"normal","excellent","4 cylinders","gas",21855,"clean","automatic","rwd","full-size","SUV","silver","high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.99875227676191
"330",329,34999,5,"normal","excellent","8 cylinders","gas",40561,"clean","automatic","4wd","full-size","SUV","custom","high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.4630747686348
"331",330,12900,13,"luxury","excellent","8 cylinders","gas",113113,"clean","automatic","4wd","full-size","SUV","silver","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.46498259034976
"332",331,13900,10,"luxury","excellent","8 cylinders","gas",122311,"clean","automatic","rwd","full-size","SUV","black","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.53964411911878
"333",332,20900,12,"normal","excellent","8 cylinders","diesel",185527,"clean","automatic","4wd","full-size","truck","black","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.9475044379529
"334",333,17900,9,"luxury","excellent","8 cylinders","gas",72513,"clean","automatic","4wd","full-size","sedan","white","very-high",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9.79255599182885
"335",334,14900,6,"luxury","excellent","4 cylinders","gas",89754,"clean","automatic","rwd","full-size","sedan","black","very-high",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.60911649193355
"336",335,11900,6,"normal","excellent","6 cylinders","gas",114336,"clean","automatic","rwd","full-size","sedan","blue","very-high",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.38429367909962
"337",336,19900,15,"normal","excellent","8 cylinders","gas",51715,"clean","automatic","rwd","full-size","coupe","silver","very-high",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.89847501071258
"338",337,8900,7,"normal","excellent","4 cylinders","gas",99508,"clean","automatic","fwd","full-size","coupe","black","very-high",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.09380655572023
