region,price,year,manufacturer,Domestic,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color
tampa bay area,2490,1999,toyota,0,excellent,4 cylinders,gas,125000,automatic,fwd,mid-size,SUV,black
tampa bay area,19500,2019,ram,1,good,8 cylinders,gas,20182,automatic,rwd,full-size,pickup,black
tampa bay area,17800,2012,ford,1,excellent,8 cylinders,diesel,266538,automatic,4wd,full-size,truck,white
tampa bay area,28000,2011,ford,1,excellent,8 cylinders,diesel,152965,automatic,4wd,full-size,truck,white
tampa bay area,28900,2013,ford,1,like new,6 cylinders,gas,57234,automatic,rwd,full-size,truck,black
tampa bay area,33900,2015,chevrolet,1,excellent,8 cylinders,gas,94990,automatic,4wd,full-size,truck,white
tampa bay area,22500,2013,jeep,1,excellent,6 cylinders,gas,89500,automatic,4wd,compact,offroad,silver
tampa bay area,15300,2013,toyota,0,excellent,8 cylinders,gas,178000,automatic,rwd,full-size,SUV,silver
tampa bay area,3900,2006,honda,0,excellent,4 cylinders,gas,162000,automatic,fwd,mid-size,sedan,blue
tampa bay area,16995,2016,honda,0,like new,4 cylinders,gas,68835,automatic,fwd,mid-size,other,white
tampa bay area,12990,2015,hyundai,0,excellent,4 cylinders,gas,59586,automatic,fwd,full-size,sedan,grey
pensacola,15900,2016,ford,1,excellent,4 cylinders,gas,99736,automatic,fwd,full-size,van,white
pensacola,26300,2019,chevrolet,1,like new,8 cylinders,gas,13625,automatic,rwd,full-size,truck,white
pensacola,28900,2019,chevrolet,1,like new,8 cylinders,gas,17543,automatic,rwd,full-size,truck,white
tampa bay area,22500,2011,dodge,1,good,8 cylinders,gas,88000,automatic,rwd,mid-size,coupe,blue
panama city,27588,2004,gmc,1,excellent,6 cylinders,diesel,84080,automatic,rwd,full-size,truck,white
pensacola,7500,2010,toyota,0,good,6 cylinders,gas,135777,automatic,fwd,full-size,sedan,black
panama city,6000,2010,chrysler,1,good,6 cylinders,gas,165000,automatic,rwd,full-size,sedan,black
panama city,12000,2016,volkswagen,0,excellent,4 cylinders,gas,67000,automatic,fwd,mid-size,SUV,blue
pensacola,6995,2005,chrysler,1,excellent,8 cylinders,gas,84692,automatic,rwd,full-size,sedan,silver
tampa bay area,5499,2013,nissan,0,excellent,4 cylinders,gas,105250,automatic,fwd,sub-compact,sedan,black
tampa bay area,3000,2000,toyota,0,excellent,6 cylinders,gas,157000,automatic,fwd,mid-size,coupe,white
pensacola,8900,2006,lincoln,1,excellent,8 cylinders,gas,36950,automatic,rwd,full-size,sedan,black
panama city,14988,2010,ford,1,excellent,8 cylinders,gas,199000,automatic,4wd,full-size,pickup,blue
panama city,17988,2014,chevrolet,1,excellent,8 cylinders,gas,129000,automatic,4wd,full-size,truck,white
panama city,20999,2012,nissan,0,good,8 cylinders,gas,60757,automatic,4wd,full-size,truck,white
panama city,31900,2017,chevrolet,1,good,8 cylinders,diesel,152011,automatic,4wd,full-size,pickup,white
panama city,15900,2017,ford,1,excellent,4 cylinders,gas,27042,automatic,fwd,mid-size,SUV,black
tampa bay area,19995,2016,honda,0,excellent,6 cylinders,gas,61222,automatic,fwd,mid-size,mini-van,grey
tampa bay area,17995,2015,ford,1,excellent,4 cylinders,gas,51987,automatic,fwd,mid-size,SUV,black
tampa bay area,6995,2012,kia,0,excellent,4 cylinders,gas,108247,automatic,fwd,sub-compact,sedan,white
pensacola,8500,2015,nissan,0,like new,4 cylinders,gas,53490,automatic,fwd,full-size,sedan,silver
tampa bay area,16995,2018,dodge,1,excellent,6 cylinders,gas,49713,automatic,fwd,mid-size,mini-van,grey
tampa bay area,19995,2019,honda,0,excellent,4 cylinders,gas,12086,automatic,fwd,sub-compact,sedan,blue
pensacola,9500,2012,nissan,0,like new,6 cylinders,gas,56986,automatic,fwd,full-size,sedan,blue
pensacola,12500,2014,nissan,0,like new,6 cylinders,gas,73549,automatic,fwd,full-size,SUV,blue
pensacola,8250,2013,kia,0,like new,4 cylinders,gas,61377,automatic,fwd,full-size,sedan,blue
pensacola,12250,2018,nissan,0,like new,4 cylinders,gas,72136,automatic,fwd,full-size,sedan,grey
pensacola,12500,2012,toyota,0,like new,6 cylinders,gas,99637,automatic,fwd,full-size,mini-van,silver
tampa bay area,27995,2018,cadillac,1,excellent,4 cylinders,gas,17119,automatic,rwd,sub-compact,coupe,white
pensacola,8250,2013,nissan,0,like new,4 cylinders,gas,77450,automatic,fwd,full-size,sedan,brown
pensacola,15000,2019,honda,0,like new,4 cylinders,gas,6317,automatic,fwd,full-size,sedan,white
tampa bay area,23995,2018,honda,0,excellent,4 cylinders,gas,22255,automatic,fwd,sub-compact,sedan,blue
tampa bay area,17995,2018,honda,0,excellent,4 cylinders,gas,16152,automatic,fwd,sub-compact,sedan,silver
tampa bay area,12995,2016,dodge,1,excellent,6 cylinders,gas,71379,automatic,fwd,full-size,mini-van,grey
tampa bay area,22999,2013,cadillac,1,excellent,6 cylinders,gas,33395,automatic,fwd,mid-size,SUV,brown
pensacola,15300,2019,honda,0,like new,4 cylinders,gas,3296,automatic,fwd,full-size,sedan,blue
tampa bay area,23500,2014,nissan,0,excellent,6 cylinders,gas,42250,automatic,rwd,mid-size,convertible,black
pensacola,19800,2015,lincoln,1,excellent,6 cylinders,gas,117000,automatic,rwd,full-size,SUV,white
pensacola,2800,2010,mercury,1,good,6 cylinders,gas,248000,automatic,fwd,mid-size,sedan,black
tampa bay area,9977,2008,ford,1,good,8 cylinders,gas,118042,automatic,rwd,full-size,van,white
tampa bay area,19900,2014,jeep,1,good,6 cylinders,gas,40000,automatic,fwd,full-size,SUV,white
pensacola,23500,2018,mitsubishi,0,excellent,6 cylinders,gas,23000,automatic,4wd,mid-size,SUV,grey
tampa bay area,13990,2011,nissan,0,excellent,8 cylinders,gas,124131,automatic,4wd,full-size,SUV,black
pensacola,24988,2013,jeep,1,excellent,6 cylinders,gas,117123,automatic,4wd,full-size,offroad,silver
pensacola,11988,2010,toyota,0,excellent,8 cylinders,gas,186000,automatic,rwd,full-size,truck,white
tampa bay area,25995,2019,gmc,1,excellent,4 cylinders,gas,18882,automatic,fwd,mid-size,SUV,white
pensacola,6000,2007,cadillac,1,excellent,6 cylinders,gas,112000,automatic,rwd,mid-size,sedan,custom
pensacola,9500,1991,ford,1,excellent,8 cylinders,gas,69250,automatic,rwd,full-size,pickup,white
pensacola,10000,2012,toyota,0,good,4 cylinders,hybrid,78870,other,fwd,mid-size,hatchback,silver
pensacola,12995,2012,cadillac,1,good,6 cylinders,gas,103602,automatic,fwd,full-size,SUV,silver
pensacola,25995,2012,ford,1,good,6 cylinders,gas,79751,automatic,4wd,full-size,truck,white
pensacola,21995,2012,ford,1,good,8 cylinders,gas,162703,automatic,4wd,full-size,truck,white
pensacola,26995,2014,ram,1,good,8 cylinders,gas,164360,automatic,4wd,full-size,truck,orange
pensacola,12495,2015,mitsubishi,0,excellent,4 cylinders,gas,73852,automatic,4wd,mid-size,SUV,white
pensacola,14995,2014,mazda,0,good,4 cylinders,gas,76214,automatic,fwd,mid-size,SUV,red
pensacola,6950,2010,toyota,0,excellent,4 cylinders,hybrid,143280,automatic,fwd,mid-size,hatchback,black
pensacola,9695,2007,acura,0,excellent,6 cylinders,gas,132452,automatic,4wd,mid-size,SUV,black
tampa bay area,12900,2006,chrysler,1,like new,6 cylinders,gas,44743,automatic,rwd,compact,convertible,blue
pensacola,16495,2012,mercedes-benz,0,good,6 cylinders,gas,237439,automatic,rwd,full-size,van,white
pensacola,24995,2014,chevrolet,1,good,8 cylinders,gas,128010,automatic,4wd,full-size,truck,blue
pensacola,21995,2007,chevrolet,1,good,8 cylinders,gas,221202,automatic,rwd,full-size,truck,white
pensacola,13999,1970,volkswagen,0,excellent,4 cylinders,gas,50154,manual,rwd,full-size,mini-van,brown
pensacola,7995,2006,honda,0,good,4 cylinders,gas,142911,manual,4wd,full-size,SUV,silver
pensacola,25995,2014,ford,1,good,8 cylinders,gas,181898,automatic,4wd,full-size,truck,white
pensacola,22995,2016,honda,0,good,6 cylinders,gas,101976,automatic,fwd,full-size,van,white
pensacola,6900,2010,jeep,1,like new,6 cylinders,gas,162671,automatic,4wd,full-size,SUV,white
pensacola,1000,2006,ford,1,good,8 cylinders,gas,163888,automatic,rwd,compact,SUV,red
pensacola,22750,2019,buick,1,like new,4 cylinders,gas,1253,automatic,fwd,mid-size,sedan,grey
pensacola,22900,2016,dodge,1,excellent,6 cylinders,gas,44000,automatic,rwd,mid-size,SUV,silver
pensacola,1200,2014,chevrolet,1,good,6 cylinders,gas,146895,automatic,fwd,compact,sedan,black
pensacola,24000,2001,chevrolet,1,like new,8 cylinders,gas,17000,automatic,rwd,compact,convertible,black
pensacola,4000,2003,ford,1,good,8 cylinders,gas,145000,automatic,rwd,full-size,SUV,grey
pensacola,4500,2006,chevrolet,1,good,4 cylinders,gas,84000,manual,fwd,compact,coupe,orange
pensacola,7200,2011,lincoln,1,excellent,4 cylinders,gas,132000,automatic,fwd,mid-size,sedan,white
pensacola,33500,2017,bmw,0,excellent,6 cylinders,gas,28200,automatic,rwd,mid-size,SUV,silver
tampa bay area,11977,2010,ford,1,good,8 cylinders,gas,119274,automatic,rwd,full-size,van,white
pensacola,15000,2012,chevrolet,1,excellent,6 cylinders,gas,68000,automatic,rwd,compact,coupe,red
tampa bay area,5500,2004,ford,1,excellent,8 cylinders,gas,175500,manual,rwd,mid-size,coupe,grey
tampa bay area,5995,2010,toyota,0,excellent,4 cylinders,gas,139959,automatic,fwd,compact,sedan,red
tampa bay area,8995,2008,toyota,0,excellent,6 cylinders,gas,147071,automatic,fwd,full-size,SUV,blue
tampa bay area,4995,2004,toyota,0,excellent,4 cylinders,gas,118052,automatic,fwd,compact,hatchback,grey
tampa bay area,7995,2010,toyota,0,like new,4 cylinders,gas,97411,automatic,fwd,full-size,sedan,green
tampa bay area,8995,2013,toyota,0,excellent,4 cylinders,gas,138071,automatic,fwd,full-size,sedan,grey
tampa bay area,12995,2015,toyota,0,like new,4 cylinders,gas,69734,automatic,fwd,full-size,sedan,white
pensacola,25995,2015,chevrolet,1,good,8 cylinders,gas,174699,automatic,4wd,full-size,truck,white
pensacola,9995,2013,ford,1,good,4 cylinders,gas,115067,automatic,fwd,full-size,SUV,grey
tampa bay area,8995,2013,nissan,0,like new,6 cylinders,gas,98344,automatic,fwd,full-size,sedan,white
tampa bay area,9995,2016,nissan,0,like new,4 cylinders,gas,149319,automatic,fwd,full-size,sedan,grey
tampa bay area,12900,1996,ford,1,like new,8 cylinders,gas,22771,automatic,rwd,full-size,van,white
pensacola,13995,2013,gmc,1,good,6 cylinders,gas,193595,automatic,fwd,full-size,SUV,white
tampa bay area,8995,2009,lexus,0,like new,6 cylinders,gas,143795,automatic,fwd,mid-size,SUV,silver
tampa bay area,7995,2009,lexus,0,excellent,6 cylinders,gas,129337,automatic,fwd,full-size,sedan,blue
pensacola,9995,2003,ford,1,good,8 cylinders,gas,161527,automatic,rwd,mid-size,coupe,white
pensacola,8995,2010,ford,1,good,6 cylinders,gas,202338,automatic,fwd,full-size,SUV,black
tampa bay area,8995,2015,hyundai,0,like new,4 cylinders,gas,127292,automatic,fwd,full-size,sedan,white
tampa bay area,11995,2013,honda,0,like new,4 cylinders,gas,74770,automatic,fwd,compact,sedan,white
pensacola,12888,2016,nissan,0,excellent,4 cylinders,gas,92000,automatic,fwd,mid-size,SUV,blue
pensacola,13500,2015,acura,0,excellent,6 cylinders,gas,81000,automatic,fwd,full-size,SUV,blue
pensacola,19400,2017,ford,1,like new,4 cylinders,gas,21084,automatic,fwd,compact,van,white
tampa bay area,9995,2012,honda,0,like new,4 cylinders,gas,81609,automatic,fwd,full-size,sedan,grey
tampa bay area,7995,2012,honda,0,like new,4 cylinders,gas,98349,automatic,fwd,compact,sedan,silver
tampa bay area,4995,2015,fiat,0,like new,4 cylinders,gas,82625,automatic,fwd,compact,hatchback,blue
tampa bay area,9995,2015,chevrolet,1,excellent,4 cylinders,gas,106332,automatic,fwd,compact,van,white
tampa bay area,3950,2007,hyundai,0,good,4 cylinders,gas,168000,automatic,fwd,full-size,sedan,brown
tampa bay area,3450,2008,kia,0,good,6 cylinders,gas,187529,automatic,fwd,full-size,SUV,silver
sarasota-bradenton,10990,2010,nissan,0,excellent,8 cylinders,gas,141050,automatic,rwd,full-size,SUV,black
sarasota-bradenton,15500,2017,ford,1,excellent,4 cylinders,gas,33639,automatic,fwd,full-size,sedan,custom
sarasota-bradenton,21500,2019,volkswagen,0,excellent,4 cylinders,gas,3978,automatic,fwd,mid-size,SUV,blue
tampa bay area,19990,2014,bmw,0,excellent,6 cylinders,gas,105295,automatic,rwd,mid-size,sedan,white
tampa bay area,14990,2013,audi,0,excellent,4 cylinders,gas,105906,automatic,fwd,mid-size,sedan,black
tampa bay area,5999,2008,buick,1,excellent,6 cylinders,gas,130000,automatic,4wd,full-size,SUV,brown
sarasota-bradenton,6495,2007,dodge,1,excellent,8 cylinders,gas,135937,automatic,rwd,full-size,SUV,red
sarasota-bradenton,9995,2010,nissan,0,excellent,4 cylinders,gas,153000,automatic,fwd,mid-size,truck,black
sarasota-bradenton,22990,2016,ford,1,excellent,6 cylinders,gas,72413,automatic,fwd,full-size,SUV,grey
sarasota-bradenton,6995,2011,kia,0,excellent,4 cylinders,gas,157000,automatic,fwd,compact,hatchback,black
sarasota-bradenton,3900,2004,volkswagen,0,excellent,6 cylinders,gas,169000,automatic,fwd,sub-compact,sedan,silver
sarasota-bradenton,59990,2017,ford,1,excellent,8 cylinders,diesel,71012,automatic,4wd,full-size,pickup,grey
sarasota-bradenton,21000,1964,ford,1,good,8 cylinders,gas,87100,automatic,rwd,full-size,convertible,blue
tampa bay area,3900,2002,mercedes-benz,0,excellent,6 cylinders,gas,144000,automatic,rwd,mid-size,sedan,white
tampa bay area,13900,2005,chevrolet,1,good,8 cylinders,diesel,191793,automatic,4wd,full-size,pickup,white
tampa bay area,9995,2006,toyota,0,excellent,6 cylinders,gas,151000,automatic,rwd,mid-size,SUV,blue
sarasota-bradenton,8495,2005,chevrolet,1,excellent,6 cylinders,gas,135000,automatic,rwd,full-size,truck,white
sarasota-bradenton,4995,1999,toyota,0,excellent,4 cylinders,gas,165000,automatic,fwd,compact,SUV,black
sarasota-bradenton,7495,2013,chevrolet,1,excellent,4 cylinders,gas,37000,manual,fwd,compact,hatchback,green
tampa bay area,26888,2014,cadillac,1,like new,8 cylinders,gas,106568,automatic,rwd,full-size,SUV,white
sarasota-bradenton,16000,2011,bmw,0,excellent,6 cylinders,gas,60000,automatic,rwd,mid-size,convertible,black
sarasota-bradenton,2100,2005,dodge,1,good,6 cylinders,gas,228420,automatic,fwd,full-size,van,silver
sarasota-bradenton,5200,2011,chevrolet,1,good,6 cylinders,gas,72880,automatic,fwd,full-size,sedan,blue
sarasota-bradenton,3400,2005,honda,0,excellent,4 cylinders,gas,126000,manual,rwd,compact,coupe,silver
sarasota-bradenton,17000,1959,ford,1,good,8 cylinders,gas,35000,automatic,rwd,full-size,coupe,red
sarasota-bradenton,2500,2002,toyota,0,salvage,4 cylinders,gas,123589,automatic,4wd,compact,pickup,silver
sarasota-bradenton,14500,2002,ford,1,excellent,8 cylinders,gas,70000,automatic,rwd,mid-size,convertible,white
sarasota-bradenton,20900,1997,honda,0,excellent,4 cylinders,gas,50000,manual,fwd,sub-compact,coupe,red
sarasota-bradenton,23000,2014,toyota,0,excellent,6 cylinders,gas,77000,automatic,rwd,mid-size,pickup,red
tampa bay area,18700,2017,toyota,0,like new,4 cylinders,gas,360954,automatic,fwd,sub-compact,SUV,red
sarasota-bradenton,3600,2001,ford,1,good,8 cylinders,gas,295000,automatic,4wd,full-size,offroad,red
sarasota-bradenton,4800,2006,chrysler,1,good,6 cylinders,gas,120000,automatic,fwd,full-size,mini-van,blue
tampa bay area,5999,2009,toyota,0,excellent,4 cylinders,gas,116000,automatic,fwd,compact,hatchback,black
tampa bay area,20500,2014,mercedes-benz,0,like new,6 cylinders,gas,62000,automatic,4wd,full-size,sedan,black
sarasota-bradenton,14995,2008,honda,0,like new,6 cylinders,gas,111090,automatic,4wd,full-size,truck,silver
sarasota-bradenton,8900,2002,cadillac,1,good,8 cylinders,gas,87986,automatic,fwd,full-size,sedan,black
sarasota-bradenton,16990,2007,chevrolet,1,excellent,8 cylinders,gas,163033,automatic,4wd,full-size,pickup,blue
sarasota-bradenton,19990,2011,gmc,1,excellent,8 cylinders,gas,119127,automatic,rwd,full-size,pickup,red
sarasota-bradenton,3495,2004,chevrolet,1,excellent,6 cylinders,gas,81000,automatic,4wd,mid-size,SUV,white
sarasota-bradenton,5499,2005,ford,1,excellent,6 cylinders,gas,202000,automatic,rwd,mid-size,convertible,silver
sarasota-bradenton,7000,2008,jeep,1,excellent,6 cylinders,gas,99000,manual,rwd,mid-size,SUV,blue
sarasota-bradenton,6995,2000,ram,1,excellent,8 cylinders,gas,186000,automatic,rwd,full-size,truck,white
sarasota-bradenton,11995,2005,chevrolet,1,like new,8 cylinders,gas,155000,automatic,4wd,full-size,truck,red
sarasota-bradenton,7500,2009,audi,0,excellent,6 cylinders,gas,114000,automatic,4wd,mid-size,sedan,silver
sarasota-bradenton,7500,2013,mini,0,excellent,4 cylinders,gas,140582,automatic,fwd,sub-compact,hatchback,brown
sarasota-bradenton,13888,2016,hyundai,0,like new,4 cylinders,gas,60109,manual,4wd,compact,hatchback,custom
sarasota-bradenton,9995,2011,ram,1,excellent,6 cylinders,gas,20000,automatic,rwd,full-size,truck,grey
sarasota-bradenton,2200,2003,mercedes-benz,0,excellent,3 cylinders,gas,11660,automatic,4wd,mid-size,sedan,silver
tampa bay area,23995,2019,nissan,0,like new,6 cylinders,gas,30317,automatic,fwd,full-size,sedan,blue
sarasota-bradenton,6666,2007,chrysler,1,like new,8 cylinders,gas,72010,automatic,rwd,full-size,sedan,custom
sarasota-bradenton,10000,2008,dodge,1,excellent,6 cylinders,gas,92500,automatic,fwd,mid-size,mini-van,orange
sarasota-bradenton,5000,2007,volkswagen,0,good,5 cylinders,gas,99656,automatic,fwd,compact,convertible,white
tampa bay area,2500,1984,chevrolet,1,fair,8 cylinders,gas,136000,automatic,rwd,full-size,sedan,grey
sarasota-bradenton,12900,2016,ford,1,excellent,4 cylinders,gas,81330,automatic,fwd,mid-size,sedan,red
sarasota-bradenton,12900,2015,chrysler,1,excellent,4 cylinders,gas,36396,automatic,fwd,mid-size,sedan,red
sarasota-bradenton,10900,2016,ford,1,excellent,4 cylinders,gas,81955,automatic,fwd,mid-size,sedan,grey
sarasota-bradenton,5400,2006,honda,0,excellent,4 cylinders,gas,144000,automatic,fwd,compact,sedan,grey
sarasota-bradenton,6500,1994,jeep,1,excellent,4 cylinders,gas,103000,manual,4wd,mid-size,SUV,black
sarasota-bradenton,8990,2013,hyundai,0,excellent,4 cylinders,gas,94128,automatic,fwd,mid-size,coupe,grey
sarasota-bradenton,16990,2015,chevrolet,1,excellent,6 cylinders,gas,69252,automatic,rwd,mid-size,coupe,grey
sarasota-bradenton,16990,2013,lexus,0,excellent,6 cylinders,gas,104322,automatic,fwd,full-size,sedan,red
sarasota-bradenton,31990,2015,lexus,0,excellent,8 cylinders,gas,52739,automatic,4wd,full-size,SUV,black
sarasota-bradenton,23990,2014,gmc,1,excellent,8 cylinders,gas,109986,automatic,rwd,full-size,pickup,white
sarasota-bradenton,2000,2005,ford,1,fair,8 cylinders,gas,406000,automatic,4wd,full-size,pickup,white
tampa bay area,6000,2003,lincoln,1,good,8 cylinders,gas,156553,automatic,4wd,full-size,SUV,black
sarasota-bradenton,3000,2006,nissan,0,good,6 cylinders,gas,220000,automatic,rwd,mid-size,SUV,silver
tampa bay area,26500,2014,audi,0,like new,6 cylinders,diesel,86000,automatic,4wd,full-size,sedan,grey
sarasota-bradenton,55000,2020,tesla,1,like new,other,electric,11000,other,4wd,mid-size,sedan,red
tampa bay area,3400,1974,mercedes-benz,0,fair,4 cylinders,diesel,100000,automatic,rwd,full-size,sedan,yellow
tampa bay area,1800,2006,volkswagen,0,good,4 cylinders,diesel,206000,automatic,fwd,compact,sedan,silver
tampa bay area,14500,2013,cadillac,1,like new,6 cylinders,gas,62500,automatic,4wd,full-size,SUV,black
sarasota-bradenton,10900,2017,kia,0,excellent,4 cylinders,gas,37288,automatic,fwd,mid-size,sedan,grey
sarasota-bradenton,9900,2012,kia,0,excellent,4 cylinders,gas,103928,automatic,fwd,mid-size,sedan,red
sarasota-bradenton,6995,2006,volkswagen,0,excellent,4 cylinders,diesel,163219,manual,fwd,mid-size,sedan,silver
sarasota-bradenton,5000,2009,chevrolet,1,excellent,6 cylinders,other,173000,automatic,rwd,mid-size,sedan,blue
sarasota-bradenton,1500,1996,ram,1,fair,8 cylinders,gas,213000,automatic,rwd,full-size,pickup,green
tampa bay area,1000,1997,buick,1,good,8 cylinders,gas,160933,automatic,fwd,full-size,sedan,silver
tampa bay area,10650,2011,mercedes-benz,0,excellent,6 cylinders,gas,156524,automatic,rwd,full-size,SUV,red
tampa bay area,8500,2009,ford,1,like new,8 cylinders,diesel,214202,automatic,rwd,full-size,pickup,white
tampa bay area,19909,2018,toyota,0,like new,4 cylinders,gas,27087,automatic,fwd,full-size,sedan,black
tampa bay area,14500,2017,nissan,0,excellent,4 cylinders,gas,55400,automatic,4wd,full-size,SUV,silver
tampa bay area,21500,2003,ford,1,excellent,8 cylinders,diesel,39000,automatic,rwd,full-size,truck,white
sarasota-bradenton,3800,1997,bmw,0,excellent,8 cylinders,gas,172677,automatic,rwd,mid-size,sedan,silver
sarasota-bradenton,15990,2015,jeep,1,excellent,4 cylinders,gas,41741,automatic,fwd,full-size,SUV,black
sarasota-bradenton,38000,2015,jeep,1,like new,6 cylinders,gas,15230,automatic,4wd,full-size,SUV,silver
sarasota-bradenton,16900,2014,toyota,0,excellent,6 cylinders,gas,106240,automatic,rwd,full-size,truck,grey
sarasota-bradenton,11900,2017,nissan,0,excellent,4 cylinders,gas,55454,automatic,fwd,mid-size,sedan,silver
sarasota-bradenton,7900,2011,hyundai,0,excellent,4 cylinders,gas,110692,automatic,fwd,mid-size,sedan,blue
sarasota-bradenton,12200,2016,nissan,0,excellent,4 cylinders,gas,29200,automatic,fwd,compact,sedan,grey
sarasota-bradenton,7500,2013,mini,0,excellent,4 cylinders,gas,140582,automatic,fwd,sub-compact,hatchback,brown
sarasota-bradenton,3400,2005,mini,0,fair,4 cylinders,gas,117000,automatic,fwd,compact,convertible,red
sarasota-bradenton,11995,2009,jeep,1,like new,6 cylinders,gas,49581,automatic,4wd,full-size,SUV,black
sarasota-bradenton,4950,2006,chevrolet,1,good,6 cylinders,gas,130568,automatic,fwd,mid-size,sedan,grey
sarasota-bradenton,6500,1995,mini,0,excellent,3 cylinders,gas,60200,manual,4wd,compact,offroad,blue
sarasota-bradenton,10977,2011,ford,1,good,8 cylinders,gas,139367,automatic,rwd,full-size,van,white
sarasota-bradenton,4995,2002,jeep,1,good,6 cylinders,gas,145000,automatic,4wd,mid-size,SUV,blue
sarasota-bradenton,8495,2005,chevrolet,1,excellent,8 cylinders,gas,157000,automatic,4wd,full-size,SUV,grey
sarasota-bradenton,5900,2013,chevrolet,1,excellent,4 cylinders,gas,97122,automatic,fwd,sub-compact,hatchback,grey
sarasota-bradenton,6495,2007,dodge,1,excellent,8 cylinders,gas,135937,automatic,rwd,full-size,SUV,red
sarasota-bradenton,7500,2009,audi,0,excellent,6 cylinders,gas,114000,automatic,4wd,mid-size,sedan,silver
sarasota-bradenton,9995,2010,nissan,0,excellent,4 cylinders,gas,153000,automatic,fwd,mid-size,truck,black
sarasota-bradenton,8495,2005,chevrolet,1,excellent,6 cylinders,gas,135000,automatic,rwd,full-size,truck,white
sarasota-bradenton,600,1996,ram,1,fair,6 cylinders,gas,130000,manual,rwd,full-size,van,black
sarasota-bradenton,7900,2011,hyundai,0,excellent,4 cylinders,gas,100797,automatic,fwd,mid-size,sedan,blue
sarasota-bradenton,9900,2015,toyota,0,excellent,4 cylinders,gas,58244,automatic,fwd,compact,sedan,black
sarasota-bradenton,10900,2016,ford,1,excellent,4 cylinders,gas,81955,automatic,fwd,mid-size,sedan,grey
sarasota-bradenton,6000,2003,mercedes-benz,0,excellent,6 cylinders,gas,116000,automatic,fwd,mid-size,convertible,silver
sarasota-bradenton,20900,2014,ram,1,excellent,6 cylinders,gas,135014,automatic,4wd,full-size,pickup,silver
sarasota-bradenton,7900,2010,nissan,0,excellent,4 cylinders,gas,111360,automatic,fwd,mid-size,sedan,blue
sarasota-bradenton,9900,2012,kia,0,excellent,4 cylinders,gas,103928,automatic,fwd,mid-size,sedan,red
sarasota-bradenton,13900,2017,nissan,0,excellent,4 cylinders,gas,55454,automatic,fwd,mid-size,sedan,silver
sarasota-bradenton,7900,2008,lincoln,1,like new,6 cylinders,gas,117500,automatic,4wd,mid-size,SUV,white
sarasota-bradenton,23900,2014,lexus,0,like new,6 cylinders,gas,77402,automatic,rwd,mid-size,sedan,white
sarasota-bradenton,17995,2005,chevrolet,1,like new,8 cylinders,diesel,141930,automatic,rwd,full-size,truck,white
sarasota-bradenton,9990,2017,chevrolet,1,excellent,4 cylinders,gas,91081,manual,fwd,compact,sedan,white
sarasota-bradenton,17990,2014,bmw,0,excellent,6 cylinders,gas,117862,automatic,4wd,full-size,SUV,black
sarasota-bradenton,6990,2011,hyundai,0,excellent,4 cylinders,gas,133000,automatic,fwd,mid-size,sedan,red
sarasota-bradenton,15990,2014,ford,1,excellent,8 cylinders,gas,102624,automatic,rwd,full-size,SUV,black
tampa bay area,4000,2007,nissan,0,good,6 cylinders,gas,143000,automatic,rwd,full-size,mini-van,grey
tampa bay area,29999,2014,gmc,1,like new,8 cylinders,gas,28000,automatic,rwd,full-size,truck,silver
tampa bay area,30177,2018,chevrolet,1,like new,6 cylinders,gas,48954,automatic,fwd,full-size,SUV,black
tampa bay area,13990,2016,hyundai,0,like new,4 cylinders,gas,89789,automatic,fwd,mid-size,SUV,silver
tampa bay area,3950,2006,chevrolet,1,good,8 cylinders,gas,275000,automatic,fwd,full-size,truck,white
sarasota-bradenton,7900,2011,hyundai,0,excellent,4 cylinders,gas,110692,automatic,fwd,mid-size,sedan,blue
sarasota-bradenton,7900,2011,hyundai,0,excellent,4 cylinders,gas,100797,automatic,fwd,mid-size,sedan,blue
sarasota-bradenton,9900,2015,toyota,0,excellent,4 cylinders,gas,58244,automatic,fwd,compact,sedan,black
sarasota-bradenton,8995,2011,dodge,1,like new,6 cylinders,gas,88250,automatic,fwd,full-size,SUV,silver
sarasota-bradenton,9975,2016,dodge,1,like new,6 cylinders,gas,78000,automatic,fwd,mid-size,mini-van,yellow
sarasota-bradenton,4900,2004,toyota,0,excellent,6 cylinders,gas,183200,automatic,fwd,full-size,mini-van,silver
sarasota-bradenton,7900,2003,ford,1,good,8 cylinders,gas,170000,automatic,rwd,full-size,truck,white
sarasota-bradenton,1500,2006,saturn,1,fair,4 cylinders,gas,127000,automatic,fwd,sub-compact,sedan,silver
sarasota-bradenton,8500,2009,ford,1,good,6 cylinders,gas,178166,automatic,4wd,full-size,SUV,white
sarasota-bradenton,5995,2007,volkswagen,0,good,4 cylinders,gas,180000,manual,fwd,compact,hatchback,white
sarasota-bradenton,4200,2011,ford,1,excellent,4 cylinders,gas,165000,manual,fwd,compact,hatchback,black
sarasota-bradenton,40600,2019,chevrolet,1,excellent,6 cylinders,gas,9331,automatic,4wd,full-size,SUV,red
sarasota-bradenton,10990,2010,nissan,0,excellent,8 cylinders,gas,141050,automatic,rwd,full-size,SUV,black
sarasota-bradenton,11995,2005,chevrolet,1,like new,8 cylinders,gas,155000,automatic,4wd,full-size,truck,red
