,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage
3501,6500,11.0,luxury,good,8 cylinders,other,80000.0,clean,manual,rwd,full-size,sedan,white,very-high
3502,19500,18.0,normal,good,8 cylinders,gas,43000.0,clean,manual,rwd,mid-size,convertible,yellow,high
3503,2500,16.0,normal,fair,8 cylinders,gas,141000.0,clean,automatic,rwd,full-size,sedan,blue,very-high
3504,2800,42.0,luxury,good,8 cylinders,gas,126245.0,clean,automatic,rwd,full-size,coupe,black,very-high
3505,7500,7.0,normal,excellent,4 cylinders,gas,140582.0,clean,automatic,fwd,sub-compact,hatchback,brown,very-high
3506,2950,18.0,luxury,good,6 cylinders,gas,200000.0,clean,automatic,fwd,full-size,SUV,blue,very-high
3507,22995,10.0,normal,good,8 cylinders,gas,122686.0,clean,automatic,rwd,full-size,van,white,very-high
3508,13900,7.0,normal,excellent,6 cylinders,gas,0.0,clean,automatic,rwd,compact,coupe,blue,low
3509,10900,8.0,normal,excellent,6 cylinders,gas,94310.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
3510,11500,5.0,normal,excellent,4 cylinders,gas,78462.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
3511,25000,58.0,normal,excellent,8 cylinders,gas,74000.0,clean,manual,rwd,full-size,sedan,blue,very-high
3512,17999,5.0,luxury,excellent,4 cylinders,gas,48162.0,lien,automatic,rwd,mid-size,sedan,white,high
3513,10995,8.0,normal,like new,4 cylinders,hybrid,69669.0,clean,automatic,fwd,full-size,sedan,white,very-high
3514,15995,6.0,normal,like new,8 cylinders,gas,84472.0,clean,automatic,rwd,full-size,van,white,very-high
3515,29995,1.0,normal,like new,8 cylinders,gas,24000.0,lien,automatic,rwd,full-size,truck,red,high
3516,2900,21.0,normal,good,6 cylinders,gas,153000.0,clean,automatic,fwd,full-size,sedan,custom,very-high
3517,8977,12.0,normal,good,8 cylinders,gas,157794.0,clean,automatic,rwd,full-size,van,white,very-high
3518,11995,8.0,normal,excellent,4 cylinders,gas,70000.0,clean,automatic,fwd,compact,sedan,brown,very-high
3519,7998,15.0,luxury,excellent,8 cylinders,gas,165282.0,clean,automatic,fwd,full-size,sedan,black,very-high
3520,4995,16.0,luxury,like new,6 cylinders,gas,137000.0,clean,automatic,rwd,full-size,sedan,custom,very-high
3521,20990,5.0,normal,excellent,8 cylinders,gas,123080.0,clean,automatic,rwd,full-size,pickup,white,very-high
3522,14299,8.0,normal,excellent,8 cylinders,gas,115964.0,clean,automatic,rwd,full-size,van,white,very-high
3523,5000,14.0,normal,good,6 cylinders,gas,125804.0,clean,automatic,rwd,full-size,SUV,silver,very-high
3524,79989,0.0,luxury,like new,8 cylinders,gas,3345.0,clean,automatic,4wd,full-size,SUV,white,low
3525,1250,14.0,normal,fair,6 cylinders,gas,130000.0,clean,automatic,fwd,mid-size,sedan,red,very-high
3526,12500,15.0,luxury,good,8 cylinders,gas,99000.0,clean,manual,4wd,full-size,truck,blue,very-high
3527,29981,3.0,normal,like new,6 cylinders,gas,30024.0,clean,automatic,rwd,full-size,truck,grey,high
3528,18498,16.0,normal,excellent,8 cylinders,gas,82179.0,clean,automatic,rwd,mid-size,truck,red,very-high
3529,21000,15.0,normal,excellent,10 cylinders,gas,142068.0,clean,automatic,rwd,full-size,truck,red,very-high
3530,2995,16.0,luxury,good,6 cylinders,gas,136000.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
3531,3350,12.0,normal,good,4 cylinders,gas,160000.0,clean,automatic,fwd,compact,sedan,silver,very-high
3532,1995,16.0,normal,fair,6 cylinders,gas,197000.0,clean,automatic,fwd,mid-size,convertible,white,very-high
3533,3500,15.0,normal,good,8 cylinders,gas,169000.0,clean,automatic,rwd,full-size,SUV,black,very-high
3534,9900,5.0,normal,excellent,4 cylinders,gas,61834.0,clean,manual,fwd,full-size,SUV,custom,very-high
3535,8900,9.0,normal,excellent,4 cylinders,gas,83419.0,clean,automatic,fwd,full-size,SUV,black,very-high
3536,5400,14.0,normal,excellent,4 cylinders,gas,144000.0,clean,automatic,fwd,compact,sedan,grey,very-high
3537,7900,11.0,normal,excellent,6 cylinders,gas,101045.0,clean,automatic,rwd,full-size,SUV,silver,very-high
3538,9900,9.0,normal,excellent,4 cylinders,gas,123555.0,clean,automatic,4wd,full-size,SUV,custom,very-high
3539,15800,6.0,normal,like new,5 cylinders,gas,25000.0,clean,automatic,fwd,mid-size,convertible,white,high
3540,7495,7.0,normal,excellent,4 cylinders,gas,37000.0,clean,manual,fwd,compact,hatchback,green,high
3541,22990,4.0,luxury,excellent,4 cylinders,gas,58297.0,clean,automatic,rwd,full-size,sedan,white,very-high
3542,17800,8.0,normal,excellent,8 cylinders,diesel,266538.0,clean,automatic,4wd,full-size,truck,white,very-high
3543,29990,3.0,luxury,excellent,4 cylinders,gas,33100.0,clean,automatic,rwd,full-size,SUV,silver,high
3544,11990,10.0,normal,excellent,8 cylinders,gas,129334.0,clean,automatic,rwd,full-size,SUV,white,very-high
3545,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white,very-high
3546,33900,5.0,normal,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white,very-high
3547,11990,8.0,normal,excellent,8 cylinders,gas,141306.0,clean,automatic,rwd,full-size,SUV,black,very-high
3548,4800,13.0,normal,excellent,6 cylinders,gas,113000.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
3549,3800,10.0,normal,good,6 cylinders,gas,140000.0,rebuilt,automatic,fwd,mid-size,sedan,black,very-high
3550,7800,15.0,luxury,excellent,8 cylinders,gas,165000.0,clean,automatic,rwd,full-size,sedan,black,very-high
3551,4995,21.0,normal,excellent,4 cylinders,gas,165000.0,clean,automatic,fwd,compact,SUV,black,very-high
3552,9995,12.0,luxury,like new,6 cylinders,gas,101001.0,clean,automatic,rwd,full-size,sedan,grey,very-high
3553,0,6.0,normal,excellent,8 cylinders,gas,109267.0,clean,automatic,rwd,full-size,truck,white,very-high
3554,12900,4.0,normal,excellent,4 cylinders,gas,81330.0,clean,automatic,fwd,mid-size,sedan,red,very-high
3555,12900,5.0,normal,excellent,4 cylinders,gas,36396.0,clean,automatic,fwd,mid-size,sedan,red,high
3556,10900,4.0,normal,excellent,4 cylinders,gas,81955.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
3557,0,3.0,normal,excellent,4 cylinders,gas,37288.0,clean,automatic,fwd,mid-size,sedan,grey,high
3558,5200,11.0,normal,excellent,6 cylinders,gas,164400.0,clean,automatic,4wd,mid-size,SUV,silver,very-high
3559,10800,9.0,normal,excellent,4 cylinders,gas,98000.0,clean,automatic,fwd,mid-size,SUV,green,very-high
3560,11900,8.0,normal,excellent,8 cylinders,gas,159000.0,clean,automatic,rwd,full-size,SUV,white,very-high
3561,3500,19.0,normal,good,4 cylinders,gas,125805.0,clean,automatic,fwd,compact,coupe,red,very-high
3562,6900,11.0,normal,excellent,6 cylinders,gas,89383.0,clean,automatic,fwd,full-size,SUV,blue,very-high
3563,4800,13.0,normal,good,4 cylinders,hybrid,205581.0,clean,automatic,fwd,compact,hatchback,grey,very-high
3564,38500,1.0,normal,like new,6 cylinders,gas,8600.0,clean,automatic,rwd,mid-size,SUV,white,average
3565,6995,9.0,normal,excellent,4 cylinders,gas,38000.0,clean,automatic,fwd,sub-compact,hatchback,grey,high
3566,11500,5.0,normal,like new,4 cylinders,gas,68000.0,clean,automatic,fwd,compact,sedan,silver,very-high
3567,3500,18.0,normal,good,6 cylinders,gas,119800.0,clean,automatic,fwd,full-size,sedan,red,very-high
3568,29900,8.0,normal,excellent,6 cylinders,gas,50000.0,clean,automatic,fwd,full-size,mini-van,grey,very-high
3569,12750,9.0,normal,excellent,8 cylinders,gas,111000.0,clean,automatic,rwd,full-size,pickup,red,very-high
3570,8495,14.0,normal,excellent,8 cylinders,gas,138000.0,clean,automatic,rwd,full-size,SUV,black,very-high
3571,6495,13.0,normal,excellent,8 cylinders,gas,135937.0,clean,automatic,rwd,full-size,SUV,red,very-high
3572,3150,20.0,luxury,good,8 cylinders,gas,168142.0,clean,automatic,rwd,full-size,sedan,silver,very-high
3573,44500,59.0,normal,good,8 cylinders,gas,57000.0,clean,automatic,rwd,full-size,sedan,red,very-high
3574,6995,9.0,normal,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,compact,hatchback,black,very-high
3575,9995,10.0,normal,excellent,4 cylinders,gas,153000.0,clean,automatic,fwd,mid-size,truck,black,very-high
3576,8495,15.0,normal,excellent,6 cylinders,gas,135000.0,clean,automatic,rwd,full-size,truck,white,very-high
3577,6400,7.0,normal,excellent,4 cylinders,gas,120000.0,clean,automatic,fwd,mid-size,sedan,white,very-high
3578,10500,11.0,normal,excellent,8 cylinders,diesel,71000.0,clean,automatic,rwd,full-size,truck,white,very-high
3579,4995,18.0,normal,good,6 cylinders,gas,145000.0,clean,automatic,4wd,mid-size,SUV,blue,very-high
3580,12811,3.0,normal,excellent,4 cylinders,gas,37875.0,clean,automatic,fwd,mid-size,sedan,black,high
3581,52000,4.0,normal,like new,6 cylinders,diesel,158500.0,clean,automatic,rwd,full-size,other,white,very-high
3582,9900,8.0,normal,excellent,4 cylinders,gas,103928.0,clean,automatic,fwd,mid-size,sedan,red,very-high
3583,13900,3.0,normal,excellent,4 cylinders,gas,55454.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
3584,7900,9.0,normal,excellent,4 cylinders,gas,110692.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
3585,1,8.0,normal,like new,8 cylinders,gas,90000.0,clean,automatic,rwd,full-size,truck,grey,very-high
3586,12995,12.0,normal,good,6 cylinders,gas,156590.0,clean,automatic,4wd,full-size,SUV,grey,very-high
3587,18995,8.0,normal,good,8 cylinders,gas,155867.0,clean,automatic,4wd,full-size,truck,white,very-high
3588,10995,5.0,normal,good,4 cylinders,gas,111265.0,clean,automatic,fwd,full-size,SUV,red,very-high
3589,5995,16.0,normal,good,6 cylinders,gas,153319.0,clean,automatic,rwd,full-size,SUV,red,very-high
3590,17995,8.0,normal,good,8 cylinders,gas,175274.0,clean,automatic,4wd,full-size,truck,white,very-high
3591,14995,9.0,normal,good,8 cylinders,gas,203754.0,clean,automatic,4wd,full-size,SUV,custom,very-high
3592,13995,9.0,normal,good,6 cylinders,gas,118402.0,clean,automatic,rwd,mid-size,coupe,custom,very-high
3593,5995,23.0,normal,good,6 cylinders,gas,197989.0,clean,automatic,4wd,full-size,SUV,blue,very-high
3594,13990,3.0,normal,like new,4 cylinders,gas,131669.0,clean,automatic,rwd,full-size,van,white,very-high
3595,700,14.0,normal,good,6 cylinders,gas,160712.0,clean,automatic,fwd,compact,mini-van,white,very-high
3596,4999,15.0,normal,excellent,6 cylinders,gas,202000.0,clean,automatic,rwd,mid-size,convertible,silver,very-high
3597,6500,10.0,normal,good,4 cylinders,gas,95000.0,lien,automatic,fwd,compact,sedan,white,very-high
3598,34990,3.0,luxury,excellent,4 cylinders,gas,54086.0,clean,automatic,rwd,compact,coupe,blue,very-high
3599,17990,6.0,luxury,excellent,6 cylinders,gas,117862.0,clean,automatic,4wd,full-size,SUV,black,very-high
3600,5959,12.0,normal,excellent,6 cylinders,gas,99211.0,clean,manual,rwd,mid-size,SUV,blue,very-high
3601,7999,7.0,normal,excellent,4 cylinders,gas,75000.0,clean,automatic,fwd,full-size,sedan,black,very-high
3602,9990,3.0,normal,excellent,4 cylinders,gas,91081.0,clean,manual,fwd,compact,sedan,white,very-high
3603,2999,22.0,normal,good,4 cylinders,gas,204635.0,clean,automatic,fwd,mid-size,SUV,white,very-high
3604,12500,9.0,normal,like new,6 cylinders,gas,84500.0,clean,automatic,rwd,mid-size,convertible,white,very-high
3605,18995,3.0,normal,excellent,4 cylinders,gas,46817.0,clean,automatic,fwd,mid-size,SUV,black,high
3606,17995,6.0,normal,like new,4 cylinders,gas,33451.0,clean,automatic,fwd,mid-size,SUV,red,high
3607,19995,3.0,normal,like new,4 cylinders,gas,30674.0,clean,automatic,fwd,mid-size,sedan,white,high
3608,14995,3.0,normal,excellent,4 cylinders,gas,19720.0,clean,automatic,fwd,compact,hatchback,blue,high
3609,12995,4.0,normal,excellent,4 cylinders,gas,28207.0,clean,automatic,fwd,compact,SUV,green,high
3610,17990,3.0,normal,excellent,4 cylinders,gas,21495.0,clean,automatic,fwd,mid-size,SUV,silver,high
3611,27995,5.0,luxury,excellent,8 cylinders,gas,52656.0,clean,automatic,4wd,full-size,SUV,white,very-high
3612,26995,3.0,luxury,excellent,4 cylinders,gas,26757.0,clean,automatic,4wd,mid-size,sedan,white,high
3613,26995,8.0,luxury,excellent,6 cylinders,gas,24288.0,clean,automatic,rwd,mid-size,convertible,grey,high
3614,25995,3.0,normal,like new,4 cylinders,gas,38605.0,clean,automatic,4wd,mid-size,wagon,grey,high
3615,15995,4.0,normal,excellent,4 cylinders,gas,30753.0,clean,automatic,fwd,mid-size,SUV,blue,high
3616,23995,3.0,normal,like new,4 cylinders,gas,17977.0,clean,automatic,4wd,mid-size,hatchback,blue,high
3617,8995,15.0,normal,good,8 cylinders,gas,164102.0,clean,automatic,4wd,full-size,SUV,silver,very-high
3618,19995,3.0,normal,like new,4 cylinders,gas,28463.0,clean,automatic,fwd,mid-size,sedan,grey,high
3619,17995,3.0,normal,like new,4 cylinders,gas,29400.0,clean,automatic,fwd,mid-size,sedan,black,high
3620,23995,9.0,luxury,excellent,6 cylinders,gas,58225.0,clean,automatic,rwd,full-size,convertible,white,very-high
3621,27800,11.0,normal,excellent,8 cylinders,diesel,99900.0,clean,automatic,4wd,full-size,pickup,white,very-high
3622,2000,50.0,normal,fair,8 cylinders,gas,164015.0,clean,automatic,rwd,full-size,pickup,custom,very-high
3623,13999,28.0,normal,like new,8 cylinders,gas,88000.0,clean,manual,fwd,mid-size,convertible,red,very-high
3624,24800,8.0,normal,excellent,8 cylinders,gas,59520.0,clean,automatic,4wd,full-size,pickup,red,very-high
3625,1,1.0,normal,excellent,6 cylinders,gas,42397.0,clean,automatic,rwd,full-size,truck,custom,high
3626,1,8.0,normal,excellent,6 cylinders,gas,66000.0,clean,manual,rwd,mid-size,coupe,black,very-high
3627,1,0.0,normal,excellent,6 cylinders,gas,5262.0,clean,automatic,rwd,compact,sedan,grey,low
3628,1,2.0,luxury,excellent,10 cylinders,gas,36225.0,clean,other,4wd,compact,sedan,silver,high
3629,1,5.0,luxury,excellent,10 cylinders,gas,63600.0,clean,other,4wd,compact,sedan,white,very-high
3630,1,4.0,luxury,excellent,8 cylinders,gas,41665.0,clean,automatic,4wd,full-size,SUV,black,high
3631,1,8.0,normal,excellent,8 cylinders,gas,43099.0,clean,automatic,rwd,full-size,SUV,black,high
3632,18800,9.0,normal,excellent,6 cylinders,gas,158846.0,clean,automatic,4wd,full-size,SUV,green,very-high
3633,18300,4.0,normal,like new,4 cylinders,gas,75200.0,clean,automatic,fwd,full-size,SUV,silver,very-high
3634,8500,3.0,normal,excellent,4 cylinders,gas,10422.0,clean,automatic,fwd,compact,sedan,black,average
3635,7095,10.0,normal,excellent,4 cylinders,gas,142992.0,clean,automatic,fwd,full-size,sedan,grey,very-high
3636,6395,9.0,normal,excellent,4 cylinders,gas,95583.0,clean,automatic,fwd,full-size,SUV,white,very-high
3637,5695,10.0,normal,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white,very-high
3638,7995,9.0,normal,excellent,4 cylinders,gas,141135.0,clean,automatic,fwd,full-size,sedan,silver,very-high
3639,6295,14.0,normal,excellent,6 cylinders,gas,126158.0,clean,automatic,fwd,full-size,sedan,silver,very-high
3640,57500,4.0,normal,excellent,8 cylinders,gas,15000.0,clean,automatic,rwd,full-size,coupe,black,high
3641,12500,9.0,normal,like new,6 cylinders,gas,84500.0,clean,automatic,rwd,mid-size,convertible,white,very-high
3642,2000,14.0,normal,excellent,4 cylinders,gas,156436.0,clean,manual,fwd,full-size,sedan,grey,very-high
3643,21500,41.0,normal,excellent,8 cylinders,gas,4000.0,clean,automatic,4wd,full-size,pickup,purple,low
3644,6499,7.0,normal,good,4 cylinders,gas,67247.0,clean,automatic,fwd,mid-size,hatchback,grey,very-high
3645,5495,11.0,normal,good,4 cylinders,gas,101026.0,clean,automatic,fwd,full-size,hatchback,grey,very-high
3646,3495,16.0,normal,good,6 cylinders,gas,164769.0,clean,automatic,fwd,full-size,sedan,silver,very-high
3647,6999,5.0,normal,excellent,6 cylinders,gas,124763.0,clean,automatic,fwd,mid-size,SUV,grey,very-high
3648,5999,12.0,normal,excellent,6 cylinders,gas,86111.0,clean,automatic,rwd,mid-size,sedan,brown,very-high
3649,5999,14.0,normal,good,6 cylinders,gas,98486.0,clean,automatic,fwd,mid-size,SUV,red,very-high
3650,12999,15.0,normal,like new,6 cylinders,gas,100105.0,clean,automatic,rwd,mid-size,SUV,silver,very-high
3651,8800,7.0,normal,excellent,4 cylinders,gas,79500.0,clean,automatic,4wd,compact,other,grey,very-high
3652,12495,4.0,normal,like new,4 cylinders,gas,70455.0,clean,automatic,fwd,mid-size,SUV,white,very-high
3653,12995,3.0,normal,like new,4 cylinders,gas,24342.0,clean,automatic,fwd,mid-size,sedan,custom,high
3654,11599,6.0,normal,excellent,4 cylinders,gas,36240.0,clean,automatic,4wd,mid-size,SUV,grey,high
3655,15995,5.0,normal,excellent,4 cylinders,gas,78831.0,clean,automatic,fwd,full-size,SUV,silver,very-high
3656,22495,4.0,luxury,like new,6 cylinders,gas,40984.0,clean,automatic,4wd,full-size,SUV,blue,high
3657,7495,7.0,normal,excellent,4 cylinders,gas,102550.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
3658,4495,12.0,luxury,good,3 cylinders,gas,87250.0,rebuilt,automatic,rwd,full-size,sedan,silver,very-high
3659,5700,8.0,normal,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,compact,sedan,black,very-high
3660,24995,4.0,luxury,good,4 cylinders,gas,28958.0,rebuilt,automatic,4wd,full-size,sedan,black,high
3661,4200,12.0,normal,good,4 cylinders,hybrid,18100.0,clean,automatic,fwd,mid-size,sedan,custom,high
3662,12500,15.0,luxury,like new,8 cylinders,gas,45000.0,clean,automatic,rwd,mid-size,convertible,silver,high
3663,9900,15.0,luxury,like new,6 cylinders,gas,79000.0,clean,automatic,rwd,mid-size,convertible,white,very-high
3664,10900,18.0,normal,excellent,6 cylinders,gas,120000.0,clean,automatic,4wd,full-size,SUV,red,very-high
3665,8900,20.0,normal,excellent,6 cylinders,gas,156000.0,clean,manual,4wd,mid-size,SUV,silver,very-high
3666,10900,14.0,luxury,like new,6 cylinders,gas,52000.0,clean,automatic,rwd,full-size,sedan,silver,very-high
3667,6900,16.0,luxury,excellent,6 cylinders,gas,150.0,clean,automatic,fwd,full-size,SUV,silver,low
3668,12000,6.0,normal,excellent,4 cylinders,gas,43812.0,clean,automatic,fwd,compact,convertible,grey,high
3669,4800,15.0,normal,excellent,4 cylinders,gas,45000.0,rebuilt,automatic,fwd,full-size,sedan,silver,high
3670,8990,14.0,normal,excellent,8 cylinders,gas,133571.0,clean,automatic,rwd,full-size,pickup,green,very-high
3671,2995,18.0,normal,good,6 cylinders,gas,186300.0,clean,automatic,fwd,full-size,sedan,silver,very-high
3672,8500,8.0,normal,excellent,4 cylinders,gas,88938.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
3673,9995,3.0,normal,like new,4 cylinders,gas,52351.0,rebuilt,automatic,fwd,full-size,sedan,silver,very-high
3674,9930,42.0,luxury,excellent,other,gas,43000.0,clean,automatic,rwd,mid-size,convertible,yellow,high
3675,5800,12.0,luxury,good,6 cylinders,gas,94384.0,clean,automatic,rwd,compact,sedan,white,very-high
3676,9950,11.0,luxury,like new,6 cylinders,gas,44075.0,clean,automatic,rwd,full-size,sedan,red,high
3677,2495,18.0,normal,fair,6 cylinders,gas,180250.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
3678,6900,11.0,normal,excellent,4 cylinders,gas,106000.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
3679,3400,13.0,normal,good,4 cylinders,gas,156600.0,clean,automatic,fwd,mid-size,sedan,silver,very-high
3680,9700,10.0,normal,excellent,6 cylinders,gas,132806.0,clean,automatic,fwd,full-size,sedan,grey,very-high
3681,4500,14.0,normal,good,4 cylinders,gas,84900.0,clean,automatic,fwd,compact,sedan,custom,very-high
3682,3200,12.0,normal,like new,6 cylinders,gas,160000.0,clean,automatic,rwd,compact,hatchback,black,very-high
3683,27800,11.0,normal,excellent,8 cylinders,diesel,99900.0,clean,automatic,4wd,full-size,pickup,white,very-high
3684,28000,9.0,normal,excellent,8 cylinders,diesel,152965.0,clean,automatic,4wd,full-size,truck,white,very-high
3685,17800,8.0,normal,excellent,8 cylinders,diesel,266538.0,clean,automatic,4wd,full-size,truck,white,very-high
3686,10977,10.0,normal,good,8 cylinders,gas,153246.0,clean,automatic,rwd,full-size,van,white,very-high
3687,13800,14.0,normal,excellent,8 cylinders,gas,141454.0,clean,automatic,4wd,full-size,pickup,black,very-high
3688,24800,8.0,normal,excellent,8 cylinders,gas,59520.0,clean,automatic,4wd,full-size,pickup,red,very-high
3689,8990,6.0,normal,excellent,4 cylinders,gas,118883.0,clean,automatic,fwd,mid-size,SUV,white,very-high
3690,10990,9.0,normal,excellent,6 cylinders,gas,105164.0,clean,automatic,fwd,full-size,mini-van,white,very-high
3691,3200,17.0,normal,fair,8 cylinders,gas,182000.0,clean,automatic,rwd,full-size,pickup,custom,very-high
3692,7900,13.0,normal,excellent,4 cylinders,hybrid,70000.0,clean,automatic,fwd,mid-size,sedan,blue,very-high
3693,18800,9.0,normal,excellent,6 cylinders,gas,158846.0,clean,automatic,4wd,full-size,SUV,green,very-high
3694,24700,9.0,normal,like new,8 cylinders,gas,73020.0,clean,automatic,4wd,full-size,pickup,grey,very-high
3695,2800,17.0,luxury,good,8 cylinders,gas,192000.0,clean,automatic,rwd,full-size,sedan,green,very-high
3696,9500,9.0,luxury,good,6 cylinders,gas,121500.0,rebuilt,automatic,rwd,mid-size,SUV,white,very-high
3697,11500,11.0,normal,like new,4 cylinders,gas,87059.0,clean,automatic,rwd,compact,convertible,white,very-high
3698,28000,9.0,normal,excellent,8 cylinders,diesel,206354.0,clean,automatic,4wd,full-size,truck,white,very-high
3699,15998,2.0,normal,like new,3 cylinders,gas,34725.0,clean,automatic,fwd,compact,SUV,grey,high
3700,17998,6.0,normal,like new,6 cylinders,gas,106486.0,clean,automatic,rwd,full-size,SUV,white,very-high
3701,9995,6.0,normal,good,6 cylinders,gas,86891.0,clean,automatic,fwd,full-size,SUV,blue,very-high
3702,10495,7.0,normal,good,4 cylinders,gas,102214.0,clean,automatic,fwd,full-size,SUV,black,very-high
3703,11995,7.0,normal,good,6 cylinders,gas,102183.0,clean,automatic,rwd,full-size,SUV,blue,very-high
3704,6995,9.0,normal,good,4 cylinders,gas,120323.0,clean,automatic,fwd,full-size,SUV,black,very-high
3705,8995,12.0,normal,good,6 cylinders,gas,71113.0,clean,automatic,4wd,full-size,truck,white,very-high
3706,5000,15.0,normal,excellent,8 cylinders,gas,163000.0,clean,automatic,rwd,full-size,SUV,white,very-high
3707,1600,15.0,normal,excellent,8 cylinders,gas,200000.0,clean,automatic,4wd,full-size,SUV,red,very-high
3708,7995,6.0,normal,excellent,4 cylinders,gas,110215.0,clean,automatic,fwd,mid-size,sedan,white,very-high
3709,1800,26.0,luxury,fair,4 cylinders,gas,183000.0,clean,automatic,rwd,compact,sedan,white,very-high
3710,8100,10.0,luxury,excellent,6 cylinders,gas,183.0,clean,automatic,4wd,full-size,truck,black,low
3711,9571,10.0,normal,like new,4 cylinders,gas,42211.0,clean,automatic,fwd,mid-size,sedan,white,high
3712,4700,13.0,normal,excellent,4 cylinders,gas,106560.0,clean,automatic,fwd,compact,sedan,grey,very-high
3713,5700,8.0,normal,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,compact,sedan,black,very-high
3714,2500,19.0,normal,excellent,6 cylinders,gas,219000.0,clean,automatic,rwd,mid-size,convertible,red,very-high
3715,17000,1.0,normal,like new,4 cylinders,gas,32633.0,clean,automatic,fwd,compact,sedan,grey,high
3716,2900,12.0,normal,good,6 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,blue,very-high
3717,7995,11.0,normal,excellent,6 cylinders,gas,89142.0,clean,automatic,fwd,compact,convertible,grey,very-high
3718,10995,5.0,normal,excellent,4 cylinders,gas,85192.0,clean,automatic,fwd,mid-size,sedan,white,very-high
3719,3499,12.0,normal,excellent,4 cylinders,gas,203346.0,clean,automatic,fwd,mid-size,coupe,grey,very-high
3720,2800,19.0,normal,excellent,8 cylinders,gas,229000.0,clean,automatic,rwd,full-size,SUV,green,very-high
3721,11000,15.0,normal,good,4 cylinders,gas,200000.0,clean,manual,4wd,mid-size,pickup,grey,very-high
3722,3800,13.0,normal,like new,4 cylinders,gas,76600.0,clean,automatic,fwd,mid-size,wagon,silver,very-high
3723,3750,22.0,normal,good,6 cylinders,gas,98174.0,clean,automatic,rwd,mid-size,pickup,green,very-high
3724,27800,11.0,normal,excellent,8 cylinders,diesel,99900.0,clean,automatic,4wd,full-size,pickup,white,very-high
3725,18800,9.0,normal,excellent,6 cylinders,gas,158870.0,clean,automatic,4wd,full-size,pickup,green,very-high
3726,24700,9.0,normal,excellent,8 cylinders,gas,73020.0,clean,automatic,4wd,full-size,pickup,grey,very-high
3727,4900,31.0,normal,good,6 cylinders,gas,153000.0,clean,automatic,rwd,compact,pickup,silver,very-high
3728,9950,18.0,normal,good,8 cylinders,gas,171749.0,clean,automatic,4wd,compact,truck,green,very-high
3729,3000,19.0,normal,good,8 cylinders,gas,216616.0,clean,automatic,4wd,full-size,SUV,green,very-high
3730,1,8.0,normal,excellent,4 cylinders,gas,109091.0,clean,automatic,fwd,mid-size,coupe,blue,very-high
3731,7995,11.0,normal,excellent,6 cylinders,gas,89142.0,clean,automatic,fwd,compact,convertible,grey,very-high
3732,1,12.0,normal,excellent,4 cylinders,gas,103556.0,clean,automatic,fwd,mid-size,coupe,blue,very-high
3733,13900,3.0,normal,like new,3 cylinders,gas,24800.0,rebuilt,automatic,fwd,mid-size,hatchback,blue,high
3734,1,12.0,normal,excellent,6 cylinders,gas,80252.0,clean,automatic,rwd,full-size,sedan,custom,very-high
3735,12900,13.0,luxury,excellent,8 cylinders,gas,113113.0,clean,automatic,4wd,full-size,SUV,silver,very-high
3736,7900,6.0,normal,good,4 cylinders,gas,60200.0,clean,automatic,fwd,full-size,sedan,silver,very-high
3737,21900,8.0,luxury,like new,6 cylinders,diesel,96121.0,clean,automatic,4wd,full-size,sedan,blue,very-high
3738,2600,21.0,luxury,good,6 cylinders,gas,207880.0,clean,automatic,rwd,mid-size,convertible,silver,very-high
3739,9999,11.0,normal,good,8 cylinders,gas,193332.0,clean,automatic,4wd,full-size,truck,green,very-high
3740,3999,16.0,normal,good,6 cylinders,gas,99972.0,clean,automatic,fwd,mid-size,van,grey,very-high
3741,12999,4.0,normal,excellent,4 cylinders,gas,71819.0,clean,automatic,fwd,mid-size,SUV,white,very-high
3742,27295,6.0,normal,like new,8 cylinders,gas,109813.0,clean,automatic,4wd,full-size,pickup,grey,very-high
3743,27950,6.0,normal,excellent,8 cylinders,gas,104248.0,clean,automatic,4wd,full-size,truck,black,very-high
3744,35950,4.0,normal,new,8 cylinders,gas,29208.0,clean,automatic,4wd,full-size,truck,red,high
3745,16500,10.0,luxury,excellent,6 cylinders,gas,79000.0,clean,manual,rwd,mid-size,sedan,white,very-high
3746,13900,10.0,luxury,excellent,8 cylinders,gas,122311.0,clean,automatic,rwd,full-size,SUV,black,very-high
