,price,years_old,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,mileage
2121,3495,13.0,normal,excellent,6 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,mini-van,blue,very-high
2122,3450,16.0,normal,like new,4 cylinders,gas,81000.0,clean,automatic,fwd,compact,wagon,silver,very-high
2123,3800,18.0,normal,excellent,8 cylinders,gas,181000.0,clean,automatic,4wd,mid-size,SUV,blue,very-high
2124,2995,11.0,normal,excellent,4 cylinders,gas,187000.0,clean,manual,fwd,compact,sedan,silver,very-high
2125,4800,21.0,normal,excellent,8 cylinders,gas,119000.0,clean,automatic,rwd,full-size,truck,white,very-high
2126,2850,19.0,normal,excellent,4 cylinders,gas,171000.0,clean,automatic,fwd,compact,sedan,green,very-high
2127,4495,12.0,normal,excellent,4 cylinders,gas,164000.0,clean,automatic,fwd,compact,sedan,green,very-high
2128,3995,13.0,normal,excellent,4 cylinders,gas,174000.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
2129,3495,14.0,normal,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,compact,sedan,grey,very-high
2130,8995,16.0,normal,excellent,8 cylinders,gas,152481.0,clean,automatic,rwd,full-size,SUV,white,very-high
2131,5500,12.0,luxury,like new,6 cylinders,gas,259000.0,clean,automatic,fwd,mid-size,sedan,black,very-high
2132,21900,8.0,normal,excellent,6 cylinders,diesel,65795.0,clean,automatic,rwd,full-size,truck,white,very-high
2133,10900,8.0,normal,excellent,4 cylinders,gas,70930.0,clean,automatic,fwd,full-size,SUV,black,very-high
2134,17699,0.0,normal,like new,4 cylinders,gas,19515.0,clean,automatic,fwd,full-size,sedan,grey,high
2135,7900,8.0,normal,excellent,4 cylinders,gas,76311.0,clean,automatic,fwd,full-size,coupe,white,very-high
2136,9399,12.0,luxury,excellent,6 cylinders,gas,95914.0,clean,automatic,4wd,full-size,sedan,black,very-high
2137,8900,6.0,normal,excellent,6 cylinders,gas,126934.0,clean,automatic,fwd,full-size,mini-van,black,very-high
2138,9300,6.0,normal,excellent,4 cylinders,gas,80367.0,clean,automatic,fwd,full-size,sedan,grey,very-high
2139,2000,22.0,normal,good,6 cylinders,gas,162000.0,clean,automatic,fwd,mid-size,coupe,white,very-high
2140,9500,7.0,normal,good,6 cylinders,gas,93000.0,lien,manual,rwd,full-size,coupe,white,very-high
2141,18000,32.0,normal,excellent,8 cylinders,gas,180000.0,clean,automatic,rwd,full-size,SUV,brown,very-high
2142,32950,3.0,normal,like new,8 cylinders,gas,118992.0,clean,automatic,4wd,full-size,SUV,black,very-high
2143,18795,6.0,normal,excellent,8 cylinders,gas,249078.0,clean,automatic,4wd,full-size,pickup,white,very-high
2144,27495,6.0,normal,like new,8 cylinders,gas,109813.0,clean,automatic,4wd,full-size,pickup,grey,very-high
2145,30795,4.0,normal,like new,6 cylinders,gas,87169.0,clean,automatic,4wd,full-size,pickup,grey,very-high
2146,58495,0.0,normal,excellent,8 cylinders,gas,3720.0,clean,automatic,4wd,full-size,pickup,white,low
2147,36950,1.0,normal,like new,8 cylinders,gas,31657.0,clean,automatic,4wd,full-size,pickup,white,high
2148,37295,1.0,normal,like new,8 cylinders,gas,22750.0,clean,automatic,4wd,full-size,pickup,grey,high
2149,33950,2.0,normal,like new,8 cylinders,gas,57217.0,clean,automatic,4wd,full-size,pickup,red,very-high
2150,23695,3.0,normal,like new,8 cylinders,gas,110402.0,clean,automatic,4wd,full-size,pickup,white,very-high
2151,35495,3.0,normal,like new,8 cylinders,gas,36398.0,clean,automatic,4wd,full-size,pickup,red,high
2152,24895,5.0,normal,like new,8 cylinders,gas,112313.0,clean,automatic,4wd,full-size,pickup,white,very-high
2153,21495,5.0,normal,like new,8 cylinders,gas,104433.0,clean,automatic,rwd,full-size,pickup,silver,very-high
2154,29495,6.0,normal,excellent,8 cylinders,gas,126621.0,clean,automatic,4wd,full-size,pickup,custom,very-high
2155,28950,6.0,normal,like new,8 cylinders,gas,112345.0,clean,automatic,4wd,full-size,pickup,blue,very-high
2156,19995,5.0,normal,excellent,8 cylinders,diesel,247796.0,clean,automatic,4wd,full-size,truck,white,very-high
2157,54800,3.0,normal,like new,8 cylinders,diesel,9500.0,clean,automatic,4wd,full-size,pickup,red,average
2158,36495,3.0,normal,excellent,8 cylinders,gas,37473.0,clean,automatic,4wd,full-size,truck,silver,high
2159,5500,9.0,normal,excellent,6 cylinders,gas,174200.0,clean,automatic,4wd,full-size,SUV,black,very-high
2160,36950,5.0,normal,excellent,8 cylinders,diesel,100321.0,clean,automatic,4wd,full-size,pickup,grey,very-high
2161,37999,2.0,normal,excellent,6 cylinders,gas,24313.0,clean,automatic,4wd,full-size,truck,silver,high
2162,23000,6.0,normal,like new,8 cylinders,gas,94169.0,clean,automatic,4wd,full-size,truck,red,very-high
2163,9500,10.0,luxury,like new,6 cylinders,gas,173000.0,clean,automatic,rwd,full-size,wagon,silver,very-high
2164,3500,14.0,normal,excellent,4 cylinders,gas,190000.0,clean,automatic,fwd,compact,hatchback,silver,very-high
2165,10876,8.0,normal,like new,4 cylinders,gas,75600.0,clean,automatic,fwd,compact,coupe,grey,very-high
2166,1,1.0,normal,excellent,10 cylinders,gas,27048.0,clean,other,4wd,mid-size,coupe,black,high
2167,1,6.0,luxury,excellent,10 cylinders,gas,61141.0,clean,other,4wd,compact,sedan,white,very-high
2168,35999,5.0,luxury,excellent,10 cylinders,gas,30430.0,clean,other,4wd,mid-size,coupe,white,high
2169,1,4.0,normal,excellent,10 cylinders,gas,69813.0,clean,other,4wd,compact,sedan,grey,very-high
2170,1,5.0,normal,excellent,4 cylinders,gas,62009.0,clean,manual,rwd,mid-size,coupe,silver,very-high
2171,1,6.0,normal,excellent,10 cylinders,gas,65580.0,clean,other,4wd,full-size,SUV,blue,very-high
2172,1,4.0,normal,excellent,10 cylinders,gas,48944.0,clean,other,4wd,full-size,SUV,grey,high
2173,3450,15.0,normal,good,6 cylinders,gas,180000.0,clean,automatic,fwd,mid-size,sedan,grey,very-high
2174,6700,10.0,normal,good,6 cylinders,gas,129650.0,clean,automatic,rwd,full-size,sedan,black,very-high
2175,12900,12.0,luxury,excellent,8 cylinders,gas,143684.0,clean,automatic,rwd,full-size,SUV,blue,very-high
2176,11799,13.0,luxury,excellent,8 cylinders,gas,117816.0,clean,automatic,4wd,full-size,SUV,white,very-high
2177,4900,15.0,normal,excellent,4 cylinders,gas,126626.0,clean,automatic,fwd,full-size,sedan,silver,very-high
2178,13900,8.0,normal,excellent,8 cylinders,gas,114484.0,clean,automatic,rwd,full-size,SUV,black,very-high
2179,8900,9.0,normal,excellent,6 cylinders,gas,102100.0,clean,automatic,fwd,full-size,SUV,red,very-high
2180,16900,12.0,normal,excellent,8 cylinders,diesel,188659.0,clean,automatic,4wd,full-size,truck,black,very-high
2181,17900,6.0,normal,good,8 cylinders,gas,122000.0,lien,automatic,rwd,full-size,SUV,silver,very-high
2182,3100,13.0,normal,excellent,4 cylinders,gas,10032.0,clean,automatic,fwd,full-size,SUV,blue,average
2183,9950,16.0,luxury,excellent,6 cylinders,gas,87400.0,clean,automatic,4wd,full-size,wagon,silver,very-high
2184,12000,36.0,normal,like new,8 cylinders,gas,130000.0,clean,automatic,rwd,full-size,truck,blue,very-high
2185,5500,8.0,normal,excellent,4 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,white,very-high
2186,27950,5.0,normal,good,8 cylinders,gas,101958.0,clean,automatic,4wd,full-size,truck,black,very-high
2187,17999,5.0,normal,excellent,4 cylinders,gas,62009.0,clean,manual,rwd,mid-size,coupe,silver,very-high
2188,1800,21.0,normal,good,6 cylinders,gas,189000.0,salvage,automatic,rwd,full-size,van,white,very-high
2189,3500,15.0,normal,good,6 cylinders,gas,202000.0,clean,automatic,fwd,full-size,SUV,white,very-high
2190,3900,17.0,normal,good,6 cylinders,gas,225526.0,clean,automatic,rwd,full-size,SUV,white,very-high
2191,5300,11.0,normal,good,4 cylinders,gas,134300.0,clean,automatic,fwd,full-size,SUV,red,very-high
2192,13900,10.0,luxury,excellent,8 cylinders,gas,122311.0,clean,automatic,rwd,full-size,SUV,black,very-high
2193,20900,12.0,normal,excellent,8 cylinders,diesel,185527.0,clean,automatic,4wd,full-size,truck,black,very-high
2194,7999,11.0,normal,excellent,4 cylinders,gas,61000.0,clean,automatic,fwd,mid-size,SUV,silver,very-high
2195,3495,14.0,luxury,excellent,8 cylinders,gas,237495.0,clean,automatic,rwd,full-size,sedan,silver,very-high
2196,6300,11.0,normal,good,4 cylinders,gas,67935.0,clean,automatic,fwd,full-size,sedan,blue,very-high
2197,15999,40.0,normal,excellent,6 cylinders,gas,117.0,clean,manual,4wd,compact,convertible,white,low
2198,1,9.0,normal,excellent,4 cylinders,gas,111717.0,clean,automatic,fwd,mid-size,coupe,red,very-high
2199,1,10.0,normal,excellent,4 cylinders,gas,97496.0,clean,automatic,fwd,mid-size,coupe,red,very-high
2200,1,14.0,normal,excellent,6 cylinders,gas,97496.0,clean,automatic,rwd,full-size,SUV,grey,very-high
2201,1,14.0,normal,excellent,6 cylinders,gas,73856.0,clean,automatic,fwd,full-size,sedan,brown,very-high
2202,14500,3.0,normal,excellent,4 cylinders,gas,31145.0,lien,automatic,fwd,full-size,sedan,white,high
2203,10999,13.0,luxury,excellent,8 cylinders,gas,124700.0,clean,automatic,4wd,full-size,sedan,grey,very-high
2204,1,13.0,normal,excellent,4 cylinders,gas,63779.0,clean,automatic,fwd,mid-size,coupe,custom,very-high
2205,1,14.0,normal,excellent,4 cylinders,gas,105850.0,clean,automatic,fwd,mid-size,SUV,red,very-high
2206,5900,15.0,normal,good,4 cylinders,gas,80820.0,clean,manual,rwd,compact,convertible,red,very-high
2207,17900,9.0,luxury,excellent,8 cylinders,gas,72513.0,clean,automatic,4wd,full-size,sedan,white,very-high
2208,14900,6.0,luxury,excellent,4 cylinders,gas,89754.0,clean,automatic,rwd,full-size,sedan,black,very-high
2209,11900,6.0,normal,excellent,6 cylinders,gas,114336.0,clean,automatic,rwd,full-size,sedan,blue,very-high
2210,19900,15.0,normal,excellent,8 cylinders,gas,51715.0,clean,automatic,rwd,full-size,coupe,silver,very-high
2211,8900,7.0,normal,excellent,4 cylinders,gas,99508.0,clean,automatic,fwd,full-size,coupe,black,very-high
2212,11900,6.0,normal,excellent,4 cylinders,gas,71496.0,clean,automatic,fwd,compact,coupe,red,very-high
2213,24900,6.0,normal,excellent,8 cylinders,gas,96069.0,clean,automatic,4wd,full-size,truck,brown,very-high
2214,10500,6.0,normal,excellent,6 cylinders,gas,102044.0,clean,automatic,fwd,full-size,sedan,blue,very-high
2215,18900,10.0,luxury,excellent,8 cylinders,gas,113630.0,clean,automatic,4wd,full-size,SUV,white,very-high
2216,4500,17.0,normal,good,6 cylinders,gas,188000.0,clean,automatic,4wd,full-size,SUV,grey,very-high
2217,15000,12.0,luxury,excellent,8 cylinders,gas,120000.0,clean,automatic,rwd,full-size,sedan,black,very-high
2218,3500,15.0,normal,good,6 cylinders,gas,127000.0,clean,automatic,fwd,full-size,sedan,blue,very-high
